Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,Date,Time,duration,weather,peak
11,RUMAH NO. 35  JLN SS 1/11,"3.09527625790925, 101.617587312955",6/7/2019 8:12,"3.0947267, 101.6170517",85 meter,6/7/2019,8:12:56,65,1,1
16,MASJID/SEK REN. AGAMA  JLN 229,"3.09581055585597, 101.626158571955",6/7/2019 8:19,"3.0945883, 101.62742",195 meter,6/7/2019,8:19:46,410,1,1
17,SHELL  PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",6/7/2019 8:20,"3.0958317, 101.6289333",191 meter,6/7/2019,8:20:41,55,1,1
18,SEK. MEN. SRI UTAMA  JLN 51A/227,"3.09852573401422, 101.63231163406",6/7/2019 8:21,"3.097245, 101.632205",142 meter,6/7/2019,8:21:46,65,1,1
19,BANGUNAN OCONNOR  JLN 51A/227,"3.1006311, 101.6326407",6/7/2019 8:22,"3.0997517, 101.6322933",105 meter,6/7/2019,8:22:41,55,1,1
20,HONDA TRAINING CENTRE  JLN 51A/227,"3.10137299701371, 101.630645769085",6/7/2019 8:23,"3.10132, 101.6316983",117 meter,6/7/2019,8:23:11,30,1,1
21,SEK. MEN. (P) SRI AMAN  JLN SS 14/47,"3.10342898876476, 101.629160797821",6/7/2019 8:24,"3.10208, 101.6293633",151 meter,6/7/2019,8:24:11,60,1,1
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",6/7/2019 8:24,"3.1040783, 101.6272467",163 meter,6/7/2019,8:24:46,35,1,1
23,WISMA JAFER ZAIDI  JLN 20/14,"3.10676403668525, 101.625344054112",6/7/2019 8:25,"3.1056533, 101.6259017",138 meter,6/7/2019,8:25:46,60,1,1
24,SHELL  JLN 21/1,"3.10958456021512, 101.623112820665",6/7/2019 8:26,"3.1088067, 101.624415",168 meter,6/7/2019,8:26:31,45,1,1
25,HERBALINE  JLN 21/11,"3.11196181822721, 101.621221934795",6/7/2019 8:29,"3.111305, 101.622065",119 meter,6/7/2019,8:29:31,180,1,1
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",6/7/2019 8:30,"3.1129117, 101.6199567",132 meter,6/7/2019,8:30:06,35,1,1
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/7/2019 8:31,"3.11479, 101.6213967",58 meter,6/7/2019,8:31:01,55,1,1
27,BALAI POLIS SEA PARK  JLN SS2/24,"3.11712212470101, 101.623102230366",6/7/2019 8:33,"3.1163717, 101.622645",97 meter,6/7/2019,8:33:06,125,1,1
28,VISION SPACE  JLN SS 2/75,"3.11896809448934, 101.623816438545",6/7/2019 8:34,"3.1178467, 101.6241983",131 meter,6/7/2019,8:34:56,110,1,1
29,PUBLIC BANK  JLN SS 2/75,"3.1207195747442, 101.621832946834",6/7/2019 8:35,"3.1204167, 101.6222783",60 meter,6/7/2019,8:35:56,60,1,1
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/7/2019 8:37,"3.1182733, 101.619485",193 meter,6/7/2019,8:37:26,90,1,1
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/7/2019 8:40,"3.1122433, 101.6193",150 meter,6/7/2019,8:40:31,185,1,1
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/7/2019 8:42,"3.1100359, 101.6162288",153 meter,6/7/2019,8:42:21,110,1,1
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/7/2019 7:55,"3.1112843, 101.6121017",0,6/7/2019,7:55:28,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/7/2019 7:56,"3.109295, 101.6115133",182 meter,6/7/2019,7:56:06,38,1,0
3,PETRONAS (OPP )  JLN SS4B/10,"3.10790754483897, 101.60644396198",6/7/2019 7:59,"3.1074617, 101.6077117",149 meter,6/7/2019,7:59:06,180,1,0
4,RUMAH NO. 28/TOP SPEED  JLN SS4B/10,"3.10946518685449, 101.603688366379",6/7/2019 8:00,"3.109365, 101.6048317",128 meter,6/7/2019,8:00:01,55,1,1
5,KUARTERS  PDRM  JLN SS4B/10,"3.10945518937511, 101.599495808303",6/7/2019 8:00,"3.1094817, 101.6004633",108 meter,6/7/2019,8:00:31,30,1,1
6,SEK MEN KELANA JAYA  LDP,"3.10875312257981, 101.596062492728",6/7/2019 8:00,"3.1095183, 101.5972767",159 meter,6/7/2019,8:00:51,20,1,1
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",6/7/2019 8:02,"3.1016283, 101.599015",110 meter,6/7/2019,8:02:36,105,1,1
8,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,"3.10229623315117, 101.600390567679",6/7/2019 8:03,"3.1018183, 101.6004867",54 meter,6/7/2019,8:03:16,40,1,1
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",6/7/2019 8:03,"3.10322, 101.60038",37 meter,6/7/2019,8:03:31,15,1,1
10,PRAYA GIANT/PERUMAHAN POLIS  JLN SS5/2,"3.10502300000004, 101.600682",6/7/2019 8:03,"3.104485, 101.6003283",71 meter,6/7/2019,8:03:46,15,1,1
11,SEK KEB KELANA JAYA  JLN SS5/2,"3.104795, 101.607201",6/7/2019 8:05,"3.1053517, 101.6058317",164 meter,6/7/2019,8:05:21,95,1,1
12,RUMAH NO. 24  JLN SS5/1,"3.10310809833283, 101.606752545247",6/7/2019 8:06,"3.103335, 101.6068333",27 meter,6/7/2019,8:06:06,45,1,1
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",6/7/2019 8:06,"3.1019617, 101.6060167",116 meter,6/7/2019,8:06:26,20,1,1
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",6/7/2019 8:07,"3.09895, 101.6039267",168 meter,6/7/2019,8:07:11,45,1,1
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",6/7/2019 8:07,"3.0971067, 101.6047733",1 meter,6/7/2019,8:07:46,35,1,1
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",6/7/2019 8:08,"3.0965783, 101.6054433",5 meter,6/7/2019,8:08:01,15,1,1
17,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,"3.09602704547199, 101.606265160397",6/7/2019 8:08,"3.0961611, 101.6060165",31 meter,6/7/2019,8:08:16,15,1,1
18,MASJID HIDAYAH  JLN MAJLIS,"3.09899537677687, 101.607111585593",6/7/2019 8:09,"3.0987483, 101.6071267",27 meter,6/7/2019,8:09:01,45,1,1
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/7/2019 8:10,"3.1022267, 101.6082183",144 meter,6/7/2019,8:10:21,80,1,1
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/7/2019 8:11,"3.1016083, 101.61178",172 meter,6/7/2019,8:11:01,40,1,1
21,SIMPANG JLN SS1/38  JLN SS1/36,"3.104599, 101.61648",6/7/2019 8:12,"3.102945, 101.6164533",183 meter,6/7/2019,8:12:31,90,1,1
22,NURSERI (OPP) JLN SS1/36,"3.108636, 101.616465",6/7/2019 8:13,"3.1080817, 101.61627",65 meter,6/7/2019,8:13:31,60,1,1
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/7/2019 8:13,"3.1095633, 101.6169617",61 meter,6/7/2019,8:13:51,20,1,1
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/7/2019 7:55,"3.1112843, 101.6121017",0,6/7/2019,7:55:28,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/7/2019 7:56,"3.109295, 101.6115133",194 meter,6/7/2019,7:56:06,38,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/7/2019 8:11,"3.1016117, 101.612515",189 meter,6/7/2019,8:11:11,905,1,1
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/7/2019 8:14,"3.11003, 101.6163233",163 meter,6/7/2019,8:14:01,170,1,1
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/7/2019 7:44,"3.1110992, 101.6124549",0,6/7/2019,7:44:35,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/7/2019 7:47,"3.10895, 101.611355",142 meter,6/7/2019,7:47:19,164,1,0
3,PETRONAS (OPP )  JLN SS4B/10,"3.10790754483897, 101.60644396198",6/7/2019 7:49,"3.107445, 101.6079833",179 meter,6/7/2019,7:49:44,145,1,0
4,RUMAH NO. 28/TOP SPEED  JLN SS4B/10,"3.10946518685449, 101.603688366379",6/7/2019 7:50,"3.1093367, 101.6052517",174 meter,6/7/2019,7:50:54,70,1,0
5,KUARTERS  PDRM  JLN SS4B/10,"3.10945518937511, 101.599495808303",6/7/2019 7:51,"3.1094783, 101.6007867",144 meter,6/7/2019,7:51:54,60,1,0
6,SEK MEN KELANA JAYA  LDP,"3.10875312257981, 101.596062492728",6/7/2019 7:52,"3.109505, 101.5972867",159 meter,6/7/2019,7:52:19,25,1,0
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",6/7/2019 7:54,"3.1014853, 101.5983381",186 meter,6/7/2019,7:54:59,160,1,0
8,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,"3.10229623315117, 101.600390567679",6/7/2019 7:56,"3.1025617, 101.6004417",30 meter,6/7/2019,7:56:19,80,1,0
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",6/7/2019 7:56,"3.103155, 101.6004167",45 meter,6/7/2019,7:56:24,5,1,0
10,PRAYA GIANT/PERUMAHAN POLIS  JLN SS5/2,"3.10502300000004, 101.600682",6/7/2019 7:56,"3.1046017, 101.600375",58 meter,6/7/2019,7:56:39,15,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,"3.104795, 101.607201",6/7/2019 7:58,"3.1053567, 101.605885",159 meter,6/7/2019,7:58:14,95,1,0
12,RUMAH NO. 24  JLN SS5/1,"3.10310809833283, 101.606752545247",6/7/2019 7:59,"3.1031083, 101.606725",3 meter,6/7/2019,7:59:24,70,1,0
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",6/7/2019 7:59,"3.1020283, 101.6060433",124 meter,6/7/2019,7:59:39,15,1,0
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",6/7/2019 8:00,"3.0991983, 101.6040933",190 meter,6/7/2019,8:00:39,60,1,1
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",6/7/2019 8:01,"3.0972417, 101.60465",20 meter,6/7/2019,8:01:14,35,1,1
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",6/7/2019 8:01,"3.0968667, 101.6052083",41 meter,6/7/2019,8:01:24,10,1,1
17,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,"3.09602704547199, 101.606265160397",6/7/2019 8:01,"3.09616, 101.606095",24 meter,6/7/2019,8:01:59,35,1,1
18,MASJID HIDAYAH  JLN MAJLIS,"3.09899537677687, 101.607111585593",6/7/2019 8:02,"3.0976433, 101.6071233",150 meter,6/7/2019,8:02:34,35,1,1
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/7/2019 8:03,"3.1021267, 101.6083933",122 meter,6/7/2019,8:03:44,70,1,1
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/7/2019 8:04,"3.1016267, 101.6122717",118 meter,6/7/2019,8:04:19,35,1,1
21,SIMPANG JLN SS1/38  JLN SS1/36,"3.104599, 101.61648",6/7/2019 8:05,"3.102935, 101.61643",184 meter,6/7/2019,8:05:54,95,1,1
22,NURSERI (OPP) JLN SS1/36,"3.108636, 101.616465",6/7/2019 8:06,"3.1080083, 101.6162267",74 meter,6/7/2019,8:06:54,60,1,1
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/7/2019 8:07,"3.1093067, 101.61699",83 meter,6/7/2019,8:07:14,20,1,1
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/7/2019 7:44,"3.1110992, 101.6124549",0,6/7/2019,7:44:35,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/7/2019 7:47,"3.10895, 101.611355",152 meter,6/7/2019,7:47:19,164,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/7/2019 8:04,"3.101625, 101.6127333",165 meter,6/7/2019,8:04:24,1025,1,1
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/7/2019 8:07,"3.1100333, 101.6163817",169 meter,6/7/2019,8:07:29,185,1,1
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/7/2019 7:58,"3.1099367, 101.6175067",0,6/7/2019,7:58:22,0,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/7/2019 8:00,"3.1107017, 101.6144883",194 meter,6/7/2019,8:00:22,120,1,1
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/7/2019 7:54,"3.1180983, 101.6197167",0,6/7/2019,7:54:57,0,1,0
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/7/2019 7:56,"3.1162, 101.62204",115 meter,6/7/2019,7:56:17,80,1,0
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",6/7/2019 7:56,"3.1144267, 101.6210583",76 meter,6/7/2019,7:56:47,30,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/7/2019 7:58,"3.11185, 101.61896",93 meter,6/7/2019,7:58:02,75,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/7/2019 8:00,"3.110075, 101.6162483",154 meter,6/7/2019,8:00:02,120,1,1
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/7/2019 8:00,"3.110985, 101.6129733",41 meter,6/7/2019,8:00:37,35,1,1
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/7/2019 7:27,"3.1109592, 101.6131058",0,6/7/2019,7:27:35,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/7/2019 7:29,"3.1088033, 101.6113517",126 meter,6/7/2019,7:29:33,118,1,0
3,PETRONAS (OPP )  JLN SS4B/10,"3.10790754483897, 101.60644396198",6/7/2019 7:30,"3.1074383, 101.6078933",169 meter,6/7/2019,7:30:43,70,1,0
4,RUMAH NO. 28/TOP SPEED  JLN SS4B/10,"3.10946518685449, 101.603688366379",6/7/2019 7:31,"3.10932, 101.6049217",138 meter,6/7/2019,7:31:33,50,1,0
5,KUARTERS  PDRM  JLN SS4B/10,"3.10945518937511, 101.599495808303",6/7/2019 7:32,"3.10949, 101.6001",67 meter,6/7/2019,7:32:08,35,1,0
6,SEK MEN KELANA JAYA  LDP,"3.10875312257981, 101.596062492728",6/7/2019 7:32,"3.109475, 101.597195",149 meter,6/7/2019,7:32:28,20,1,0
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",6/7/2019 7:34,"3.10152, 101.5984017",179 meter,6/7/2019,7:34:13,105,1,0
8,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,"3.10229623315117, 101.600390567679",6/7/2019 7:35,"3.10255, 101.600485",30 meter,6/7/2019,7:35:13,60,1,0
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",6/7/2019 7:35,"3.1029883, 101.6004467",64 meter,6/7/2019,7:35:18,5,1,0
10,PRAYA GIANT/PERUMAHAN POLIS  JLN SS5/2,"3.10502300000004, 101.600682",6/7/2019 7:35,"3.104815, 101.6003633",42 meter,6/7/2019,7:35:58,40,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,"3.104795, 101.607201",6/7/2019 7:37,"3.1053567, 101.6055533",193 meter,6/7/2019,7:37:28,90,1,0
12,RUMAH NO. 24  JLN SS5/1,"3.10310809833283, 101.606752545247",6/7/2019 7:38,"3.10376, 101.60712",83 meter,6/7/2019,7:38:13,45,1,0
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",6/7/2019 7:38,"3.10194, 101.605975",111 meter,6/7/2019,7:38:53,40,1,0
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",6/7/2019 7:39,"3.09913, 101.6040733",183 meter,6/7/2019,7:39:33,40,1,0
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",6/7/2019 7:40,"3.0970033, 101.6049967",28 meter,6/7/2019,7:40:13,40,1,0
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",6/7/2019 7:40,"3.09684, 101.6051917",41 meter,6/7/2019,7:40:18,5,1,0
17,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,"3.09602704547199, 101.606265160397",6/7/2019 7:40,"3.0961883, 101.6059933",35 meter,6/7/2019,7:40:48,30,1,0
18,MASJID HIDAYAH  JLN MAJLIS,"3.09899537677687, 101.607111585593",6/7/2019 7:41,"3.0982067, 101.607115",87 meter,6/7/2019,7:41:33,45,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/7/2019 7:43,"3.1023167, 101.6080667",164 meter,6/7/2019,7:43:23,110,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/7/2019 7:43,"3.1015967, 101.611575",195 meter,6/7/2019,7:43:53,30,1,0
21,SIMPANG JLN SS1/38  JLN SS1/36,"3.104599, 101.61648",6/7/2019 7:45,"3.1029848, 101.6165295",179 meter,6/7/2019,7:45:43,110,1,0
22,NURSERI (OPP) JLN SS1/36,"3.108636, 101.616465",6/7/2019 7:46,"3.10768, 101.61624",109 meter,6/7/2019,7:46:58,75,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/7/2019 7:47,"3.109715, 101.616695",27 meter,6/7/2019,7:47:28,30,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/7/2019 7:27,"3.1109592, 101.6131058",0,6/7/2019,7:27:35,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/7/2019 7:29,"3.1088033, 101.6113517",137 meter,6/7/2019,7:29:33,118,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/7/2019 7:44,"3.1016283, 101.6126883",170 meter,6/7/2019,7:44:08,875,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/7/2019 7:47,"3.11019, 101.6161083",134 meter,6/7/2019,7:47:38,210,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/7/2019 7:21,"3.1111155, 101.6122579",0,6/7/2019,7:21:12,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/7/2019 7:21,"3.1093917, 101.6115367",193 meter,6/7/2019,7:21:57,45,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/7/2019 7:23,"3.1018467, 101.6149833",186 meter,6/7/2019,7:23:32,95,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/7/2019 7:24,"3.1016133, 101.611005",183 meter,6/7/2019,7:24:42,70,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/7/2019 7:52,"3.11033, 101.6178033",150 meter,6/7/2019,7:52:07,1645,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/7/2019 7:21,"3.1111155, 101.6122579",0,6/7/2019,7:21:12,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/7/2019 7:22,"3.1081267, 101.6111883",61 meter,6/7/2019,7:22:07,55,1,0
3,RUMAH NO. 107  JLN SS 3/39,"3.1055572225102, 101.611702085264",6/7/2019 7:22,"3.1063217, 101.6106883",141 meter,6/7/2019,7:22:27,20,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/7/2019 7:23,"3.1028117, 101.61504",171 meter,6/7/2019,7:23:22,55,1,0
5,TAMAN PERMAINAN  JLN SS 3/29,"3.09953717185688, 101.610986705879",6/7/2019 7:24,"3.1013083, 101.6109",196 meter,6/7/2019,7:24:47,85,1,0
6,7 ELEVEN  JLN SS 3/29,"3.09682337351054, 101.611003335106",6/7/2019 7:25,"3.097985, 101.610935",129 meter,6/7/2019,7:25:12,25,1,0
7,RUMAH NO. 1  JLN SS 3/29,"3.09173167596204, 101.610995720938",6/7/2019 7:26,"3.0929317, 101.6109217",133 meter,6/7/2019,7:26:47,95,1,0
8,PASARAYA BINTANG  JLN SS 8/29,"3.0886277, 101.6141655",6/7/2019 7:27,"3.08933, 101.6129083",160 meter,6/7/2019,7:27:37,50,1,0
9,PJ21 SRI SURIA  JLN SS 8/39,"3.09009995530852, 101.614893880919",6/7/2019 7:28,"3.089445, 101.615",73 meter,6/7/2019,7:28:57,80,1,0
10,RUMAH NO. 9  JLN SS 1/11,"3.09328693210492, 101.616557211215",6/7/2019 7:30,"3.0924117, 101.6156283",142 meter,6/7/2019,7:30:07,70,1,0
11,RUMAH NO. 35  JLN SS 1/11,"3.09527625790925, 101.617587312955",6/7/2019 7:30,"3.0945133, 101.6168667",116 meter,6/7/2019,7:30:52,45,1,0
16,MASJID/SEK REN. AGAMA  JLN 229,"3.09581055585597, 101.626158571955",6/7/2019 7:37,"3.0948167, 101.6273283",170 meter,6/7/2019,7:37:07,375,1,0
17,SHELL  PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",6/7/2019 7:37,"3.09592, 101.6292067",159 meter,6/7/2019,7:37:27,20,1,0
18,SEK. MEN. SRI UTAMA  JLN 51A/227,"3.09852573401422, 101.63231163406",6/7/2019 7:38,"3.0971483, 101.6321717",153 meter,6/7/2019,7:38:07,40,1,0
19,BANGUNAN OCONNOR  JLN 51A/227,"3.1006311, 101.6326407",6/7/2019 7:38,"3.10041, 101.6323",45 meter,6/7/2019,7:38:57,50,1,0
20,HONDA TRAINING CENTRE  JLN 51A/227,"3.10137299701371, 101.630645769085",6/7/2019 7:39,"3.1014067, 101.6312317",65 meter,6/7/2019,7:39:17,20,1,0
21,SEK. MEN. (P) SRI AMAN  JLN SS 14/47,"3.10342898876476, 101.629160797821",6/7/2019 7:39,"3.1021633, 101.62942",143 meter,6/7/2019,7:39:57,40,1,0
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",6/7/2019 7:40,"3.1039483, 101.6269483",132 meter,6/7/2019,7:40:27,30,1,0
23,WISMA JAFER ZAIDI  JLN 20/14,"3.10676403668525, 101.625344054112",6/7/2019 7:41,"3.1061833, 101.6258133",83 meter,6/7/2019,7:41:17,50,1,0
24,SHELL  JLN 21/1,"3.10958456021512, 101.623112820665",6/7/2019 7:41,"3.1087158, 101.6246677",198 meter,6/7/2019,7:41:47,30,1,0
25,HERBALINE  JLN 21/11,"3.11196181822721, 101.621221934795",6/7/2019 7:43,"3.1113417, 101.6219217",104 meter,6/7/2019,7:43:02,75,1,0
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",6/7/2019 7:44,"3.11311, 101.6198917",119 meter,6/7/2019,7:44:02,60,1,0
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/7/2019 7:44,"3.1149667, 101.62145",39 meter,6/7/2019,7:44:27,25,1,0
27,BALAI POLIS SEA PARK  JLN SS2/24,"3.11712212470101, 101.623102230366",6/7/2019 7:45,"3.1165783, 101.622785",70 meter,6/7/2019,7:45:12,45,1,0
28,VISION SPACE  JLN SS 2/75,"3.11896809448934, 101.623816438545",6/7/2019 7:45,"3.118025, 101.62423",114 meter,6/7/2019,7:45:42,30,1,0
29,PUBLIC BANK  JLN SS 2/75,"3.1207195747442, 101.621832946834",6/7/2019 7:46,"3.1204033, 101.622515",83 meter,6/7/2019,7:46:17,35,1,0
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/7/2019 7:48,"3.1180483, 101.61971",158 meter,6/7/2019,7:48:02,105,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/7/2019 7:51,"3.1120433, 101.61915",122 meter,6/7/2019,7:51:47,225,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/7/2019 7:54,"3.1101567, 101.616165",142 meter,6/7/2019,7:54:02,135,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/7/2019 7:14,"3.1112314, 101.6124645",0,6/7/2019,7:14:41,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/7/2019 7:17,"3.1088317, 101.6113233",129 meter,6/7/2019,7:17:48,187,1,0
3,PETRONAS (OPP )  JLN SS4B/10,"3.10790754483897, 101.60644396198",6/7/2019 7:18,"3.1074583, 101.6077517",154 meter,6/7/2019,7:18:33,45,1,0
4,RUMAH NO. 28/TOP SPEED  JLN SS4B/10,"3.10946518685449, 101.603688366379",6/7/2019 7:19,"3.1094183, 101.6048283",127 meter,6/7/2019,7:19:23,50,1,0
5,KUARTERS  PDRM  JLN SS4B/10,"3.10945518937511, 101.599495808303",6/7/2019 7:19,"3.1095333, 101.6000267",60 meter,6/7/2019,7:19:58,35,1,0
6,SEK MEN KELANA JAYA  LDP,"3.10875312257981, 101.596062492728",6/7/2019 7:20,"3.1095383, 101.59672",113 meter,6/7/2019,7:20:18,20,1,0
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",6/7/2019 7:22,"3.1014033, 101.5987217",146 meter,6/7/2019,7:22:53,155,1,0
8,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,"3.10229623315117, 101.600390567679",6/7/2019 7:23,"3.1021383, 101.6004733",20 meter,6/7/2019,7:23:46,53,1,0
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",6/7/2019 7:23,"3.1031417, 101.6004817",49 meter,6/7/2019,7:23:56,10,1,0
10,PRAYA GIANT/PERUMAHAN POLIS  JLN SS5/2,"3.10502300000004, 101.600682",6/7/2019 7:24,"3.104345, 101.6004217",80 meter,6/7/2019,7:24:11,15,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,"3.104795, 101.607201",6/7/2019 7:25,"3.1053067, 101.60586",159 meter,6/7/2019,7:25:56,105,1,0
12,RUMAH NO. 24  JLN SS5/1,"3.10310809833283, 101.606752545247",6/7/2019 7:26,"3.10361, 101.6070033",62 meter,6/7/2019,7:26:41,45,1,0
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",6/7/2019 7:27,"3.1018433, 101.6059233",99 meter,6/7/2019,7:27:06,25,1,0
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",6/7/2019 7:27,"3.0985633, 101.6035517",152 meter,6/7/2019,7:27:56,50,1,0
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",6/7/2019 7:28,"3.0970633, 101.60491",16 meter,6/7/2019,7:28:51,55,1,0
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",6/7/2019 7:29,"3.0965167, 101.60558",15 meter,6/7/2019,7:29:06,15,1,0
