Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,Date,Time,duration,weather,peak
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/1/2019 23:54,"3.1145567, 101.6211767",93 meter,6/1/2019,23:54:09,25,1,0
27,BALAI POLIS SEA PARK  JLN SS2/24,"3.11712212470101, 101.623102230366",6/1/2019 23:54,"3.1161833, 101.62252",122 meter,6/1/2019,23:54:24,15,1,0
28,VISION SPACE  JLN SS 2/75,"3.11896809448934, 101.623816438545",6/1/2019 23:55,"3.1178067, 101.624315",140 meter,6/1/2019,23:55:14,50,1,0
29,PUBLIC BANK  JLN SS 2/75,"3.1207195747442, 101.621832946834",6/1/2019 23:55,"3.120455, 101.6222383",54 meter,6/1/2019,23:55:44,30,1,0
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/1/2019 23:56,"3.1181183, 101.6196417",169 meter,6/1/2019,23:56:44,60,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/2/2019 0:00,"3.1116617, 101.6188433",68 meter,6/2/2019,0:00:39,235,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/2/2019 0:02,"3.10987, 101.6165917",198 meter,6/2/2019,0:02:24,105,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/1/2019 23:54,"3.1103883, 101.617875",0,6/1/2019,23:54:45,0,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 23:57,"3.1108417, 101.613595",96 meter,6/1/2019,23:57:45,180,1,0
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/1/2019 23:49,"3.1177283, 101.6200917",0,6/1/2019,23:49:05,0,1,0
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/1/2019 23:49,"3.116265, 101.6220483",122 meter,6/1/2019,23:49:55,50,1,0
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",6/1/2019 23:52,"3.1143383, 101.6210317",66 meter,6/1/2019,23:52:45,170,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/1/2019 23:54,"3.1119183, 101.6190883",107 meter,6/1/2019,23:54:25,100,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/1/2019 23:57,"3.1103433, 101.61599",117 meter,6/1/2019,23:57:25,180,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 23:57,"3.1108417, 101.613595",96 meter,6/1/2019,23:57:45,20,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 23:15,"3.1112369, 101.6119627",0,6/1/2019,23:15:14,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/1/2019 23:15,"3.109405, 101.6114683",194 meter,6/1/2019,23:15:38,24,1,0
3,PETRONAS (OPP )  JLN SS4B/10,"3.10790754483897, 101.60644396198",6/1/2019 23:16,"3.10743, 101.6073883",118 meter,6/1/2019,23:16:58,80,1,0
4,RUMAH NO. 28/TOP SPEED  JLN SS4B/10,"3.10946518685449, 101.603688366379",6/1/2019 23:17,"3.1093317, 101.6051783",166 meter,6/1/2019,23:17:43,45,1,0
5,KUARTERS  PDRM  JLN SS4B/10,"3.10945518937511, 101.599495808303",6/1/2019 23:18,"3.1094533, 101.6007017",134 meter,6/1/2019,23:18:18,35,1,0
6,SEK MEN KELANA JAYA  LDP,"3.10875312257981, 101.596062492728",6/1/2019 23:18,"3.1094633, 101.597265",155 meter,6/1/2019,23:18:38,20,1,0
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",6/1/2019 23:20,"3.1014933, 101.5983683",183 meter,6/1/2019,23:20:18,100,1,0
8,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,"3.10229623315117, 101.600390567679",6/1/2019 23:21,"3.10261, 101.6003233",35 meter,6/1/2019,23:21:28,70,1,0
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",6/1/2019 23:21,"3.10379, 101.60026",27 meter,6/1/2019,23:21:38,10,1,0
10,PRAYA GIANT/PERUMAHAN POLIS  JLN SS5/2,"3.10502300000004, 101.600682",6/1/2019 23:21,"3.1050317, 101.6003233",40 meter,6/1/2019,23:21:53,15,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,"3.104795, 101.607201",6/1/2019 23:23,"3.1053217, 101.6055067",197 meter,6/1/2019,23:23:13,80,1,0
12,RUMAH NO. 24  JLN SS5/1,"3.10310809833283, 101.606752545247",6/1/2019 23:24,"3.1034933, 101.60696",48 meter,6/1/2019,23:24:03,50,1,0
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",6/1/2019 23:24,"3.1018967, 101.6059467",106 meter,6/1/2019,23:24:28,25,1,0
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",6/1/2019 23:25,"3.09911, 101.604055",181 meter,6/1/2019,23:25:13,45,1,0
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",6/1/2019 23:26,"3.09707, 101.6047633",5 meter,6/1/2019,23:26:08,55,1,0
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",6/1/2019 23:26,"3.09682, 101.6051433",44 meter,6/1/2019,23:26:18,10,1,0
17,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,"3.09602704547199, 101.606265160397",6/1/2019 23:26,"3.0961193, 101.606048",26 meter,6/1/2019,23:26:58,40,1,0
18,MASJID HIDAYAH  JLN MAJLIS,"3.09899537677687, 101.607111585593",6/1/2019 23:28,"3.0985367, 101.60705",51 meter,6/1/2019,23:28:03,65,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/1/2019 23:28,"3.1022667, 101.608095",158 meter,6/1/2019,23:28:58,55,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/1/2019 23:29,"3.1015633, 101.61203",145 meter,6/1/2019,23:29:38,40,1,0
21,SIMPANG JLN SS1/38  JLN SS1/36,"3.104599, 101.61648",6/1/2019 23:31,"3.102935, 101.6164783",184 meter,6/1/2019,23:31:08,90,1,0
22,NURSERI (OPP) JLN SS1/36,"3.108636, 101.616465",6/1/2019 23:32,"3.1076033, 101.616185",118 meter,6/1/2019,23:32:28,80,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/1/2019 23:32,"3.10949, 101.617025",71 meter,6/1/2019,23:32:53,25,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 23:15,"3.1112369, 101.6119627",0,6/1/2019,23:15:14,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/1/2019 23:15,"3.1087517, 101.611335",131 meter,6/1/2019,23:15:48,34,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/1/2019 23:29,"3.101565, 101.6132267",109 meter,6/1/2019,23:29:53,845,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/1/2019 23:33,"3.1099083, 101.6163933",176 meter,6/1/2019,23:33:03,190,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 23:14,"3.1111701, 101.6121589",0,6/1/2019,23:14:35,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/1/2019 23:17,"3.109305, 101.6115133",184 meter,6/1/2019,23:17:40,185,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/1/2019 23:18,"3.1020083, 101.615",192 meter,6/1/2019,23:18:55,75,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/1/2019 23:19,"3.1015433, 101.6110017",183 meter,6/1/2019,23:19:50,55,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/1/2019 23:51,"3.10987, 101.617455",103 meter,6/1/2019,23:51:55,1925,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 23:14,"3.1111701, 101.6121589",0,6/1/2019,23:14:35,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/1/2019 23:17,"3.109305, 101.6115133",195 meter,6/1/2019,23:17:40,185,1,0
3,RUMAH NO. 107  JLN SS 3/39,"3.1055572225102, 101.611702085264",6/1/2019 23:18,"3.1059633, 101.610775",112 meter,6/1/2019,23:18:10,30,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/1/2019 23:18,"3.1020083, 101.615",103 meter,6/1/2019,23:18:55,45,1,0
5,TAMAN PERMAINAN  JLN SS 3/29,"3.09953717185688, 101.610986705879",6/1/2019 23:19,"3.1012183, 101.6109817",186 meter,6/1/2019,23:19:55,60,1,0
6,7 ELEVEN  JLN SS 3/29,"3.09682337351054, 101.611003335106",6/1/2019 23:20,"3.097445, 101.610885",70 meter,6/1/2019,23:20:20,25,1,0
7,RUMAH NO. 1  JLN SS 3/29,"3.09173167596204, 101.610995720938",6/1/2019 23:21,"3.0928367, 101.61094",122 meter,6/1/2019,23:21:40,80,1,0
8,PASARAYA BINTANG  JLN SS 8/29,"3.0886277, 101.6141655",6/1/2019 23:22,"3.0890517, 101.6129167",147 meter,6/1/2019,23:22:20,40,1,0
9,PJ21 SRI SURIA  JLN SS 8/39,"3.09009995530852, 101.614893880919",6/1/2019 23:23,"3.0893417, 101.61493",84 meter,6/1/2019,23:23:50,90,1,0
10,RUMAH NO. 9  JLN SS 1/11,"3.09328693210492, 101.616557211215",6/1/2019 23:24,"3.092475, 101.6151",185 meter,6/1/2019,23:24:45,55,1,0
11,RUMAH NO. 35  JLN SS 1/11,"3.09527625790925, 101.617587312955",6/1/2019 23:25,"3.0954133, 101.6174933",18 meter,6/1/2019,23:25:40,55,1,0
16,MASJID/SEK REN. AGAMA  JLN 229,"3.09581055585597, 101.626158571955",6/1/2019 23:32,"3.0948833, 101.6274433",176 meter,6/1/2019,23:32:05,385,1,0
17,SHELL  PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",6/1/2019 23:32,"3.0959614, 101.6292161",157 meter,6/1/2019,23:32:30,25,1,0
18,SEK. MEN. SRI UTAMA  JLN 51A/227,"3.09852573401422, 101.63231163406",6/1/2019 23:34,"3.097035, 101.6322817",165 meter,6/1/2019,23:34:05,95,1,0
19,BANGUNAN OCONNOR  JLN 51A/227,"3.1006311, 101.6326407",6/1/2019 23:34,"3.1003617, 101.632325",46 meter,6/1/2019,23:34:35,30,1,0
20,HONDA TRAINING CENTRE  JLN 51A/227,"3.10137299701371, 101.630645769085",6/1/2019 23:34,"3.1014083, 101.631585",104 meter,6/1/2019,23:34:55,20,1,0
21,SEK. MEN. (P) SRI AMAN  JLN SS 14/47,"3.10342898876476, 101.629160797821",6/1/2019 23:36,"3.1031883, 101.6294317",40 meter,6/1/2019,23:36:00,65,1,0
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",6/1/2019 23:36,"3.104035, 101.6268783",122 meter,6/1/2019,23:36:25,25,1,0
23,WISMA JAFER ZAIDI  JLN 20/14,"3.10676403668525, 101.625344054112",6/1/2019 23:36,"3.1060967, 101.6258683",94 meter,6/1/2019,23:36:50,25,1,0
24,SHELL  JLN 21/1,"3.10958456021512, 101.623112820665",6/1/2019 23:38,"3.1087282, 101.6246522",196 meter,6/1/2019,23:38:05,75,1,0
25,HERBALINE  JLN 21/11,"3.11196181822721, 101.621221934795",6/1/2019 23:39,"3.111255, 101.62224",138 meter,6/1/2019,23:39:35,90,1,0
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",6/1/2019 23:39,"3.1128367, 101.6202083",126 meter,6/1/2019,23:39:55,20,1,0
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/1/2019 23:41,"3.1151717, 101.6216517",7 meter,6/1/2019,23:41:55,120,1,0
27,BALAI POLIS SEA PARK  JLN SS2/24,"3.11712212470101, 101.623102230366",6/1/2019 23:43,"3.116415, 101.6227133",89 meter,6/1/2019,23:43:25,90,1,0
28,VISION SPACE  JLN SS 2/75,"3.11896809448934, 101.623816438545",6/1/2019 23:45,"3.1179983, 101.6242183",116 meter,6/1/2019,23:45:25,120,1,0
29,PUBLIC BANK  JLN SS 2/75,"3.1207195747442, 101.621832946834",6/1/2019 23:46,"3.12001, 101.6228283",136 meter,6/1/2019,23:46:25,60,1,0
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/1/2019 23:47,"3.118205, 101.6195983",178 meter,6/1/2019,23:47:50,85,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/1/2019 23:51,"3.1118817, 101.6190433",101 meter,6/1/2019,23:51:35,225,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/1/2019 23:52,"3.1099367, 101.616425",178 meter,6/1/2019,23:52:25,50,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 22:58,"3.1113859, 101.6117882",0,6/1/2019,22:58:22,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/1/2019 22:59,"3.1086667, 101.6113117",110 meter,6/1/2019,22:59:14,52,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/1/2019 23:00,"3.1015433, 101.6148983",174 meter,6/1/2019,23:00:54,100,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/1/2019 23:01,"3.10143, 101.6108983",172 meter,6/1/2019,23:01:54,60,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/1/2019 23:34,"3.1099767, 101.6175217",111 meter,6/1/2019,23:34:44,1970,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 22:58,"3.1113859, 101.6117882",0,6/1/2019,22:58:22,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/1/2019 22:59,"3.1086667, 101.6113117",121 meter,6/1/2019,22:59:14,52,1,0
3,RUMAH NO. 107  JLN SS 3/39,"3.1055572225102, 101.611702085264",6/1/2019 22:59,"3.106015, 101.6107633",116 meter,6/1/2019,22:59:44,30,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/1/2019 23:00,"3.1028033, 101.6150183",168 meter,6/1/2019,23:00:39,55,1,0
5,TAMAN PERMAINAN  JLN SS 3/29,"3.09953717185688, 101.610986705879",6/1/2019 23:02,"3.1005833, 101.610935",116 meter,6/1/2019,23:02:04,85,1,0
6,7 ELEVEN  JLN SS 3/29,"3.09682337351054, 101.611003335106",6/1/2019 23:02,"3.0981567, 101.61095",148 meter,6/1/2019,23:02:24,20,1,0
7,RUMAH NO. 1  JLN SS 3/29,"3.09173167596204, 101.610995720938",6/1/2019 23:04,"3.0929417, 101.6109767",134 meter,6/1/2019,23:04:39,135,1,0
8,PASARAYA BINTANG  JLN SS 8/29,"3.0886277, 101.6141655",6/1/2019 23:05,"3.089755, 101.6128117",195 meter,6/1/2019,23:05:24,45,1,0
9,PJ21 SRI SURIA  JLN SS 8/39,"3.09009995530852, 101.614893880919",6/1/2019 23:06,"3.0898383, 101.6149133",29 meter,6/1/2019,23:06:44,80,1,0
10,RUMAH NO. 9  JLN SS 1/11,"3.09328693210492, 101.616557211215",6/1/2019 23:07,"3.09244, 101.6150133",196 meter,6/1/2019,23:07:49,65,1,0
11,RUMAH NO. 35  JLN SS 1/11,"3.09527625790925, 101.617587312955",6/1/2019 23:08,"3.09487, 101.6171517",66 meter,6/1/2019,23:08:49,60,1,0
16,MASJID/SEK REN. AGAMA  JLN 229,"3.09581055585597, 101.626158571955",6/1/2019 23:14,"3.0946233, 101.627325",185 meter,6/1/2019,23:14:44,355,1,0
17,SHELL  PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",6/1/2019 23:15,"3.0960167, 101.6296633",107 meter,6/1/2019,23:15:19,35,1,0
18,SEK. MEN. SRI UTAMA  JLN 51A/227,"3.09852573401422, 101.63231163406",6/1/2019 23:15,"3.09685, 101.6322267",186 meter,6/1/2019,23:15:49,30,1,0
19,BANGUNAN OCONNOR  JLN 51A/227,"3.1006311, 101.6326407",6/1/2019 23:16,"3.0997, 101.6322767",111 meter,6/1/2019,23:16:19,30,1,0
20,HONDA TRAINING CENTRE  JLN 51A/227,"3.10137299701371, 101.630645769085",6/1/2019 23:16,"3.1014133, 101.6317183",119 meter,6/1/2019,23:16:49,30,1,0
21,SEK. MEN. (P) SRI AMAN  JLN SS 14/47,"3.10342898876476, 101.629160797821",6/1/2019 23:17,"3.1021967, 101.6294417",140 meter,6/1/2019,23:17:54,65,1,0
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",6/1/2019 23:18,"3.104055, 101.6271717",155 meter,6/1/2019,23:18:29,35,1,0
23,WISMA JAFER ZAIDI  JLN 20/14,"3.10676403668525, 101.625344054112",6/1/2019 23:19,"3.1064, 101.62569",56 meter,6/1/2019,23:19:04,35,1,0
24,SHELL  JLN 21/1,"3.10958456021512, 101.623112820665",6/1/2019 23:19,"3.1086817, 101.624655",198 meter,6/1/2019,23:19:29,25,1,0
25,HERBALINE  JLN 21/11,"3.11196181822721, 101.621221934795",6/1/2019 23:21,"3.1112933, 101.6221033",123 meter,6/1/2019,23:21:44,135,1,0
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",6/1/2019 23:22,"3.1128392, 101.6201933",126 meter,6/1/2019,23:22:14,30,1,0
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/1/2019 23:23,"3.1147033, 101.621295",72 meter,6/1/2019,23:23:54,100,1,0
27,BALAI POLIS SEA PARK  JLN SS2/24,"3.11712212470101, 101.623102230366",6/1/2019 23:26,"3.116315, 101.6226983",100 meter,6/1/2019,23:26:14,140,1,0
28,VISION SPACE  JLN SS 2/75,"3.11896809448934, 101.623816438545",6/1/2019 23:26,"3.1177683, 101.6243017",143 meter,6/1/2019,23:26:44,30,1,0
29,PUBLIC BANK  JLN SS 2/75,"3.1207195747442, 101.621832946834",6/1/2019 23:27,"3.120225, 101.62251",93 meter,6/1/2019,23:27:24,40,1,0
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/1/2019 23:28,"3.1182583, 101.61949",191 meter,6/1/2019,23:28:39,75,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/1/2019 23:34,"3.1116833, 101.6189467",77 meter,6/1/2019,23:34:24,345,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/1/2019 23:35,"3.10995, 101.6164267",177 meter,6/1/2019,23:35:14,50,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 22:53,"3.1112821, 101.612085",0,6/1/2019,22:53:32,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/1/2019 22:54,"3.10796, 101.611215",32 meter,6/1/2019,22:54:21,49,1,0
3,PETRONAS (OPP )  JLN SS4B/10,"3.10790754483897, 101.60644396198",6/1/2019 22:55,"3.1074133, 101.6070283",85 meter,6/1/2019,22:55:06,45,1,0
4,RUMAH NO. 28/TOP SPEED  JLN SS4B/10,"3.10946518685449, 101.603688366379",6/1/2019 22:55,"3.1093467, 101.6050083",147 meter,6/1/2019,22:55:46,40,1,0
5,KUARTERS  PDRM  JLN SS4B/10,"3.10945518937511, 101.599495808303",6/1/2019 22:56,"3.10955, 101.5997533",30 meter,6/1/2019,22:56:21,35,1,0
6,SEK MEN KELANA JAYA  LDP,"3.10875312257981, 101.596062492728",6/1/2019 22:56,"3.1095367, 101.5969683",133 meter,6/1/2019,22:56:36,15,1,0
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",6/1/2019 22:58,"3.1014317, 101.5983483",186 meter,6/1/2019,22:58:21,105,1,0
8,PPURI PKNS/JEJARI RESTORAN  JLN SS6/3,"3.10229623315117, 101.600390567679",6/1/2019 22:59,"3.102355, 101.60032",10 meter,6/1/2019,22:59:11,50,1,0
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",6/1/2019 22:59,"3.1033933, 101.6003283",18 meter,6/1/2019,22:59:21,10,1,0
10,PRAYA GIANT/PERUMAHAN POLIS  JLN SS5/2,"3.10502300000004, 101.600682",6/1/2019 22:59,"3.1047783, 101.6002783",52 meter,6/1/2019,22:59:51,30,1,0
11,SEK KEB KELANA JAYA  JLN SS5/2,"3.104795, 101.607201",6/1/2019 23:00,"3.1052867, 101.6059267",152 meter,6/1/2019,23:00:56,65,1,0
12,RUMAH NO. 24  JLN SS5/1,"3.10310809833283, 101.606752545247",6/1/2019 23:01,"3.1034717, 101.6069183",44 meter,6/1/2019,23:01:56,60,1,0
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",6/1/2019 23:02,"3.1017433, 101.6059317",90 meter,6/1/2019,23:02:21,25,1,0
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",6/1/2019 23:03,"3.0993126, 101.6042627",199 meter,6/1/2019,23:03:11,50,1,0
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",6/1/2019 23:03,"3.0970267, 101.60487",14 meter,6/1/2019,23:03:51,40,1,0
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",6/1/2019 23:04,"3.0966517, 101.6052817",22 meter,6/1/2019,23:04:01,10,1,0
17,YAYASAN TAIWAN BUDDHIST (OPP) JLN 5A/14,"3.09602704547199, 101.606265160397",6/1/2019 23:04,"3.0960519, 101.6060541",24 meter,6/1/2019,23:04:36,35,1,0
18,MASJID HIDAYAH  JLN MAJLIS,"3.09899537677687, 101.607111585593",6/1/2019 23:05,"3.0977983, 101.60714",132 meter,6/1/2019,23:05:11,35,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/1/2019 23:06,"3.102195, 101.608185",146 meter,6/1/2019,23:06:01,50,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/1/2019 23:06,"3.10158, 101.6118617",163 meter,6/1/2019,23:06:56,55,1,0
21,SIMPANG JLN SS1/38  JLN SS1/36,"3.104599, 101.61648",6/1/2019 23:08,"3.1028417, 101.6163667",195 meter,6/1/2019,23:08:31,95,1,0
22,NURSERI (OPP) JLN SS1/36,"3.108636, 101.616465",6/1/2019 23:09,"3.107365, 101.6162117",143 meter,6/1/2019,23:09:36,65,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/1/2019 23:10,"3.10946, 101.617035",74 meter,6/1/2019,23:10:01,25,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 22:53,"3.1112821, 101.612085",0,6/1/2019,22:53:32,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/1/2019 22:54,"3.10796, 101.611215",48 meter,6/1/2019,22:54:21,49,1,0
3,RUMAH NO. 107  JLN SS 3/39,"3.1055572225102, 101.611702085264",6/1/2019 22:54,"3.106245, 101.610385",165 meter,6/1/2019,22:54:36,15,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/1/2019 23:07,"3.1015383, 101.61244",197 meter,6/1/2019,23:07:06,750,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/1/2019 23:10,"3.109815, 101.61658",199 meter,6/1/2019,23:10:11,185,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/1/2019 22:56,"3.1106017, 101.6180117",0,6/1/2019,22:56:38,0,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 22:58,"3.1108067, 101.6140983",151 meter,6/1/2019,22:58:28,110,1,0
30,POH KONG  JLN SS 2/55,"3.1172868, 101.6209125",6/1/2019 22:54,"3.1181167, 101.61979",0,6/1/2019,22:54:08,0,1,0
31,AUTO FILM  JLNSS 2/24,"3.11521642915048, 101.621698417829",6/1/2019 22:55,"3.1162867, 101.62201",123 meter,6/1/2019,22:55:23,75,1,0
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",6/1/2019 22:55,"3.1137417, 101.6207433",21 meter,6/1/2019,22:55:58,35,1,0
32,PETRON SEAPARK  JLN SS2/24,"3.11113995129121, 101.618514744918",6/1/2019 22:56,"3.1119417, 101.6190767",108 meter,6/1/2019,22:56:23,25,1,0
33,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.1106107, 101.6149735",6/1/2019 22:58,"3.11009, 101.6162867",157 meter,6/1/2019,22:58:08,105,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 22:58,"3.11095, 101.612845",31 meter,6/1/2019,22:58:38,30,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 22:29,"3.1112917, 101.612544",0,6/1/2019,22:29:46,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10767533424092, 101.611201364536",6/1/2019 22:31,"3.1088967, 101.6113733",136 meter,6/1/2019,22:31:03,77,1,0
20,SEK MEN SRI PERMATA  JLN SS 3/80,"3.101569, 101.613331",6/1/2019 22:49,"3.1016133, 101.614925",177 meter,6/1/2019,22:49:18,1095,1,0
19,RUMAH NO. 21  JLN SS 3/80,"3.1016, 101.609357",6/1/2019 22:50,"3.1012333, 101.6109517",182 meter,6/1/2019,22:50:08,50,1,0
23,SEK MEN KEB TAMAN SEA  (OPP) JLN SS2/3,"3.109894, 101.616525",6/1/2019 23:17,"3.1101717, 101.61766",130 meter,6/1/2019,23:17:33,1645,1,0
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",6/1/2019 22:29,"3.1112917, 101.612544",0,6/1/2019,22:29:46,0,1,0
2,RUMAH NO. 57  JLN SS4A/1,"3.10763984044263, 101.610927842503",6/1/2019 22:31,"3.1088967, 101.6113733",148 meter,6/1/2019,22:31:03,77,1,0
3,RUMAH NO. 107  JLN SS 3/39,"3.1055572225102, 101.611702085264",6/1/2019 22:31,"3.1063015, 101.6108175",128 meter,6/1/2019,22:31:48,45,1,0
4,SEK MEN SRI PERMATA  JLN SS 3/80,"3.10151490209982, 101.614209672132",6/1/2019 22:49,"3.1030167, 101.6149217",184 meter,6/1/2019,22:49:03,1035,1,0
5,TAMAN PERMAINAN  JLN SS 3/29,"3.09953717185688, 101.610986705879",6/1/2019 22:50,"3.1012333, 101.6109517",188 meter,6/1/2019,22:50:08,65,1,0
6,7 ELEVEN  JLN SS 3/29,"3.09682337351054, 101.611003335106",6/1/2019 22:51,"3.09728, 101.6109933",51 meter,6/1/2019,22:51:03,55,1,0
7,RUMAH NO. 1  JLN SS 3/29,"3.09173167596204, 101.610995720938",6/1/2019 22:52,"3.0931967, 101.6110067",162 meter,6/1/2019,22:52:38,95,1,0
8,PASARAYA BINTANG  JLN SS 8/29,"3.0886277, 101.6141655",6/1/2019 22:53,"3.089805, 101.6129",192 meter,6/1/2019,22:53:18,40,1,0
